key,dative,sentence
naldnald,do,lucy [verb] the dog outside the house the big bear .
naldnald,pp,lucy [verb] the big bear to the dog outside the house .
naldnald,do,daddy [verb] the bear over there the dog outside the house .
naldnald,pp,daddy [verb] the dog outside the house to the bear over there .
naldnald,do,lucy [verb] the cat over there the small dog .
naldnald,pp,lucy [verb] the small dog to the cat over there .
naldnald,do,she [verb] the dog outside the house the cute cat .
naldnald,pp,she [verb] the cute cat to the dog outside the house .
naldnald,do,john [verb] the big bear the cat over there .
naldnald,pp,john [verb] the cat over there to the big bear .
naldnald,do,john [verb] the dog over there the cat in that house .
naldnald,pp,john [verb] the cat in that house to the dog over there .
naldnald,do,daddy [verb] the small dog the bear over there .
naldnald,pp,daddy [verb] the bear over there to the small dog .
naldnald,do,he [verb] the dog outside the house the cat in that house .
naldnald,pp,he [verb] the cat in that house to the dog outside the house .
naldnald,do,mommy [verb] the dog outside the house the cat in that house .
naldnald,pp,mommy [verb] the cat in that house to the dog outside the house .
naldnali,do,she [verb] a cat in that house the dog over there .
naldnali,pp,she [verb] the dog over there to a cat in that house .
naldnali,do,she [verb] a cute cat the bear over there .
naldnali,pp,she [verb] the bear over there to a cute cat .
naldnali,do,daddy [verb] a big bear the dog outside the house .
naldnali,pp,daddy [verb] the dog outside the house to a big bear .
naldnali,do,john [verb] a cute cat the big bear .
naldnali,pp,john [verb] the big bear to a cute cat .
naldnali,do,he [verb] a bear outside the house the small dog .
naldnali,pp,he [verb] the small dog to a bear outside the house .
naldnali,do,she [verb] some dogs outside the house the cute cat .
naldnali,pp,she [verb] the cute cat to some dogs outside the house .
naldnali,do,lucy [verb] some dogs outside the house the cat over there .
naldnali,pp,lucy [verb] the cat over there to some dogs outside the house .
naldnali,do,mommy [verb] some dogs outside the house the cat in that house .
naldnali,pp,mommy [verb] the cat in that house to some dogs outside the house .
naldnali,do,daddy [verb] a big bear the small dog .
naldnali,pp,daddy [verb] the small dog to a big bear .
naldnali,do,john [verb] a bear outside the house the cute cat .
naldnali,pp,john [verb] the cute cat to a bear outside the house .
naldnasd,do,john [verb] grandpa the dog outside the house .
naldnasd,pp,john [verb] the dog outside the house to grandpa .
naldnasd,do,he [verb] the cat the dog over there .
naldnasd,pp,he [verb] the dog over there to the cat .
naldnasd,do,daddy [verb] mommy the cat over there .
naldnasd,pp,daddy [verb] the cat over there to mommy .
naldnasd,do,mommy [verb] the dog the big bear .
naldnasd,pp,mommy [verb] the big bear to the dog .
naldnasd,do,daddy [verb] mommy the small dog .
naldnasd,pp,daddy [verb] the small dog to mommy .
naldnasd,do,he [verb] the dog the bear over there .
naldnasd,pp,he [verb] the bear over there to the dog .
naldnasd,do,lucy [verb] the dog the cute cat .
naldnasd,pp,lucy [verb] the cute cat to the dog .
naldnasd,do,john [verb] daddy the cat in that house .
naldnasd,pp,john [verb] the cat in that house to daddy .
naldnasd,do,john [verb] daddy the big bear .
naldnasd,pp,john [verb] the big bear to daddy .
naldnasd,do,john [verb] mommy the cat in that house .
naldnasd,pp,john [verb] the cat in that house to mommy .
naldnasi,do,she [verb] a bear the cat in that house .
naldnasi,pp,she [verb] the cat in that house to a bear .
naldnasi,do,john [verb] a cat the big bear .
naldnasi,pp,john [verb] the big bear to a cat .
naldnasi,do,she [verb] a dog the cute cat .
naldnasi,pp,she [verb] the cute cat to a dog .
naldnasi,do,daddy [verb] a cat the small dog .
naldnasi,pp,daddy [verb] the small dog to a cat .
naldnasi,do,daddy [verb] a bear the dog over there .
naldnasi,pp,daddy [verb] the dog over there to a bear .
naldnasi,do,he [verb] a bear the cat over there .
naldnasi,pp,he [verb] the cat over there to a bear .
naldnasi,do,mommy [verb] a dog the bear over there .
naldnasi,pp,mommy [verb] the bear over there to a dog .
naldnasi,do,lucy [verb] a bear the dog outside the house .
naldnasi,pp,lucy [verb] the dog outside the house to a bear .
naldnasi,do,she [verb] a dog the cute cat .
naldnasi,pp,she [verb] the cute cat to a dog .
naldnasi,do,he [verb] a dog the cute cat .
naldnasi,pp,he [verb] the cute cat to a dog .
nalipasd,do,mommy [verb] me a small dog .
nalipasd,pp,mommy [verb] a small dog to me .
nalipasd,do,daddy [verb] them a bear outside the house .
nalipasd,pp,daddy [verb] a bear outside the house to them .
nalipasd,do,she [verb] me a big bear .
nalipasd,pp,she [verb] a big bear to me .
nalipasd,do,daddy [verb] him some dogs outside the house .
nalipasd,pp,daddy [verb] some dogs outside the house to him .
nalipasd,do,john [verb] me a cat in that house .
nalipasd,pp,john [verb] a cat in that house to me .
nalipasd,do,lucy [verb] me some bears in the forest .
nalipasd,pp,lucy [verb] some bears in the forest to me .
nalipasd,do,lucy [verb] us a cute cat .
nalipasd,pp,lucy [verb] a cute cat to us .
nalipasd,do,daddy [verb] them a dog outside the house .
nalipasd,pp,daddy [verb] a dog outside the house to them .
nalipasd,do,lucy [verb] us a cat in that house .
nalipasd,pp,lucy [verb] a cat in that house to us .
nalipasd,do,daddy [verb] me a small dog .
nalipasd,pp,daddy [verb] a small dog to me .
nalipasi,do,lucy [verb] someone a bear outside the house .
nalipasi,pp,lucy [verb] a bear outside the house to someone .
nalipasi,do,she [verb] someone a small dog .
nalipasi,pp,she [verb] a small dog to someone .
nalipasi,do,john [verb] someone a cat in that house .
nalipasi,pp,john [verb] a cat in that house to someone .
nalipasi,do,daddy [verb] someone some bears in the forest .
nalipasi,pp,daddy [verb] some bears in the forest to someone .
nalipasi,do,mommy [verb] someone a cute cat .
nalipasi,pp,mommy [verb] a cute cat to someone .
nalipasi,do,mommy [verb] someone a big bear .
nalipasi,pp,mommy [verb] a big bear to someone .
nalipasi,do,daddy [verb] someone a dog outside the house .
nalipasi,pp,daddy [verb] a dog outside the house to someone .
nalipasi,do,john [verb] someone some dogs outside the house .
nalipasi,pp,john [verb] some dogs outside the house to someone .
nalipasi,do,john [verb] someone some dogs outside the house .
nalipasi,pp,john [verb] some dogs outside the house to someone .
nalipasi,do,she [verb] someone some dogs outside the house .
nalipasi,pp,she [verb] some dogs outside the house to someone .
nalipisd,do,mommy [verb] it a dog outside the house .
nalipisd,pp,mommy [verb] a dog outside the house to it .
nalipisd,do,he [verb] it a big bear .
nalipisd,pp,he [verb] a big bear to it .
nalipisd,do,mommy [verb] it a cat in that house .
nalipisd,pp,mommy [verb] a cat in that house to it .
nalipisd,do,john [verb] it a bear outside the house .
nalipisd,pp,john [verb] a bear outside the house to it .
nalipisd,do,he [verb] it a small dog .
nalipisd,pp,he [verb] a small dog to it .
nalipisd,do,john [verb] it a cute cat .
nalipisd,pp,john [verb] a cute cat to it .
nalipisd,do,lucy [verb] it some dogs outside the house .
nalipisd,pp,lucy [verb] some dogs outside the house to it .
nalipisd,do,she [verb] it some bears in the forest .
nalipisd,pp,she [verb] some bears in the forest to it .
nalipisd,do,mommy [verb] it a big bear .
nalipisd,pp,mommy [verb] a big bear to it .
nalipisd,do,he [verb] it a dog outside the house .
nalipisd,pp,he [verb] a dog outside the house to it .
nalipisi,do,john [verb] something a dog outside the house .
nalipisi,pp,john [verb] a dog outside the house to something .
nalipisi,do,lucy [verb] something some dogs outside the house .
nalipisi,pp,lucy [verb] some dogs outside the house to something .
nalipisi,do,lucy [verb] something a bear outside the house .
nalipisi,pp,lucy [verb] a bear outside the house to something .
nalipisi,do,he [verb] something a cute cat .
nalipisi,pp,he [verb] a cute cat to something .
nalipisi,do,he [verb] something a cat in that house .
nalipisi,pp,he [verb] a cat in that house to something .
nalipisi,do,john [verb] something a big bear .
nalipisi,pp,john [verb] a big bear to something .
nalipisi,do,she [verb] something a small dog .
nalipisi,pp,she [verb] a small dog to something .
nalipisi,do,mommy [verb] something some bears in the forest .
nalipisi,pp,mommy [verb] some bears in the forest to something .
nalipisi,do,daddy [verb] something a small dog .
nalipisi,pp,daddy [verb] a small dog to something .
nalipisi,do,john [verb] something some dogs outside the house .
nalipisi,pp,john [verb] some dogs outside the house to something .
nalinald,do,daddy [verb] the cat over there some bears in the forest .
nalinald,pp,daddy [verb] some bears in the forest to the cat over there .
nalinald,do,daddy [verb] the bear over there a cute cat .
nalinald,pp,daddy [verb] a cute cat to the bear over there .
nalinald,do,lucy [verb] the dog over there a cat in that house .
nalinald,pp,lucy [verb] a cat in that house to the dog over there .
nalinald,do,he [verb] the cat in that house some dogs outside the house .
nalinald,pp,he [verb] some dogs outside the house to the cat in that house .
nalinald,do,lucy [verb] the cute cat a small dog .
nalinald,pp,lucy [verb] a small dog to the cute cat .
nalinald,do,mommy [verb] the cute cat a dog outside the house .
nalinald,pp,mommy [verb] a dog outside the house to the cute cat .
nalinald,do,john [verb] the cute cat a big bear .
nalinald,pp,john [verb] a big bear to the cute cat .
nalinald,do,mommy [verb] the cat over there a bear outside the house .
nalinald,pp,mommy [verb] a bear outside the house to the cat over there .
nalinald,do,she [verb] the cat over there a dog outside the house .
nalinald,pp,she [verb] a dog outside the house to the cat over there .
nalinald,do,she [verb] the dog over there a cat in that house .
nalinald,pp,she [verb] a cat in that house to the dog over there .
nalinali,do,mommy [verb] a dog outside the house a cat in that house .
nalinali,pp,mommy [verb] a cat in that house to a dog outside the house .
nalinali,do,daddy [verb] a cute cat a big bear .
nalinali,pp,daddy [verb] a big bear to a cute cat .
nalinali,do,daddy [verb] a big bear a cute cat .
nalinali,pp,daddy [verb] a cute cat to a big bear .
nalinali,do,mommy [verb] some bears in the forest a small dog .
nalinali,pp,mommy [verb] a small dog to some bears in the forest .
nalinali,do,daddy [verb] a small dog a bear outside the house .
nalinali,pp,daddy [verb] a bear outside the house to a small dog .
nalinali,do,mommy [verb] a cute cat some bears in the forest .
nalinali,pp,mommy [verb] some bears in the forest to a cute cat .
nalinali,do,she [verb] a cute cat some dogs outside the house .
nalinali,pp,she [verb] some dogs outside the house to a cute cat .
nalinali,do,she [verb] a bear outside the house a dog outside the house .
nalinali,pp,she [verb] a dog outside the house to a bear outside the house .
nalinali,do,he [verb] a cat in that house a big bear .
nalinali,pp,he [verb] a big bear to a cat in that house .
nalinali,do,she [verb] a small dog some bears in the forest .
nalinali,pp,she [verb] some bears in the forest to a small dog .
nalinasd,do,lucy [verb] grandpa a cat in that house .
nalinasd,pp,lucy [verb] a cat in that house to grandpa .
nalinasd,do,john [verb] daddy some dogs outside the house .
nalinasd,pp,john [verb] some dogs outside the house to daddy .
nalinasd,do,she [verb] the cat a bear outside the house .
nalinasd,pp,she [verb] a bear outside the house to the cat .
nalinasd,do,he [verb] grandma a cute cat .
nalinasd,pp,he [verb] a cute cat to grandma .
nalinasd,do,she [verb] grandma a dog outside the house .
nalinasd,pp,she [verb] a dog outside the house to grandma .
nalinasd,do,he [verb] mommy some bears in the forest .
nalinasd,pp,he [verb] some bears in the forest to mommy .
nalinasd,do,john [verb] the cat a big bear .
nalinasd,pp,john [verb] a big bear to the cat .
nalinasd,do,lucy [verb] daddy a small dog .
nalinasd,pp,lucy [verb] a small dog to daddy .
nalinasd,do,she [verb] mommy a big bear .
nalinasd,pp,she [verb] a big bear to mommy .
nalinasd,do,lucy [verb] the dog a cute cat .
nalinasd,pp,lucy [verb] a cute cat to the dog .
nalinasi,do,lucy [verb] a cat a big bear .
nalinasi,pp,lucy [verb] a big bear to a cat .
nalinasi,do,he [verb] a bear a dog outside the house .
nalinasi,pp,he [verb] a dog outside the house to a bear .
nalinasi,do,lucy [verb] a dog a cat in that house .
nalinasi,pp,lucy [verb] a cat in that house to a dog .
nalinasi,do,she [verb] a bear some dogs outside the house .
nalinasi,pp,she [verb] some dogs outside the house to a bear .
nalinasi,do,daddy [verb] a dog a cute cat .
nalinasi,pp,daddy [verb] a cute cat to a dog .
nalinasi,do,she [verb] a bear a small dog .
nalinasi,pp,she [verb] a small dog to a bear .
nalinasi,do,mommy [verb] a dog some bears in the forest .
nalinasi,pp,mommy [verb] some bears in the forest to a dog .
nalinasi,do,john [verb] a dog a bear outside the house .
nalinasi,pp,john [verb] a bear outside the house to a dog .
nalinasi,do,mommy [verb] a cat a bear outside the house .
nalinasi,pp,mommy [verb] a bear outside the house to a cat .
nalinasi,do,mommy [verb] a dog a cat in that house .
nalinasi,pp,mommy [verb] a cat in that house to a dog .
nasdpasd,do,he [verb] them grandpa .
nasdpasd,pp,he [verb] grandpa to them .
nasdpasd,do,daddy [verb] us mommy .
nasdpasd,pp,daddy [verb] mommy to us .
nasdpasd,do,he [verb] them the dog .
nasdpasd,pp,he [verb] the dog to them .
nasdpasd,do,he [verb] me grandma .
nasdpasd,pp,he [verb] grandma to me .
nasdpasd,do,daddy [verb] me the cat .
nasdpasd,pp,daddy [verb] the cat to me .
nasdpasd,do,john [verb] her daddy .
nasdpasd,pp,john [verb] daddy to her .
nasdpasd,do,john [verb] me the cat .
nasdpasd,pp,john [verb] the cat to me .
nasdpasd,do,lucy [verb] him daddy .
nasdpasd,pp,lucy [verb] daddy to him .
nasdpasd,do,john [verb] me mommy .
nasdpasd,pp,john [verb] mommy to me .
nasdpasd,do,mommy [verb] us the dog .
nasdpasd,pp,mommy [verb] the dog to us .
nasdpasi,do,lucy [verb] someone grandma .
nasdpasi,pp,lucy [verb] grandma to someone .
nasdpasi,do,daddy [verb] someone grandpa .
nasdpasi,pp,daddy [verb] grandpa to someone .
nasdpasi,do,lucy [verb] someone the dog .
nasdpasi,pp,lucy [verb] the dog to someone .
nasdpasi,do,she [verb] someone the cat .
nasdpasi,pp,she [verb] the cat to someone .
nasdpasi,do,lucy [verb] someone mommy .
nasdpasi,pp,lucy [verb] mommy to someone .
nasdpasi,do,john [verb] someone daddy .
nasdpasi,pp,john [verb] daddy to someone .
nasdpasi,do,lucy [verb] someone daddy .
nasdpasi,pp,lucy [verb] daddy to someone .
nasdpasi,do,he [verb] someone the dog .
nasdpasi,pp,he [verb] the dog to someone .
nasdpasi,do,john [verb] someone grandpa .
nasdpasi,pp,john [verb] grandpa to someone .
nasdpasi,do,daddy [verb] someone grandma .
nasdpasi,pp,daddy [verb] grandma to someone .
nasdpisd,do,mommy [verb] it the cat .
nasdpisd,pp,mommy [verb] the cat to it .
nasdpisd,do,he [verb] it the dog .
nasdpisd,pp,he [verb] the dog to it .
nasdpisd,do,john [verb] it grandma .
nasdpisd,pp,john [verb] grandma to it .
nasdpisd,do,daddy [verb] it mommy .
nasdpisd,pp,daddy [verb] mommy to it .
nasdpisd,do,she [verb] it daddy .
nasdpisd,pp,she [verb] daddy to it .
nasdpisd,do,he [verb] it grandpa .
nasdpisd,pp,he [verb] grandpa to it .
nasdpisd,do,he [verb] it grandma .
nasdpisd,pp,he [verb] grandma to it .
nasdpisd,do,john [verb] it daddy .
nasdpisd,pp,john [verb] daddy to it .
nasdpisd,do,john [verb] it mommy .
nasdpisd,pp,john [verb] mommy to it .
nasdpisd,do,john [verb] it mommy .
nasdpisd,pp,john [verb] mommy to it .
nasdpisi,do,john [verb] something the dog .
nasdpisi,pp,john [verb] the dog to something .
nasdpisi,do,lucy [verb] something grandpa .
nasdpisi,pp,lucy [verb] grandpa to something .
nasdpisi,do,john [verb] something daddy .
nasdpisi,pp,john [verb] daddy to something .
nasdpisi,do,daddy [verb] something grandma .
nasdpisi,pp,daddy [verb] grandma to something .
nasdpisi,do,john [verb] something the cat .
nasdpisi,pp,john [verb] the cat to something .
nasdpisi,do,lucy [verb] something mommy .
nasdpisi,pp,lucy [verb] mommy to something .
nasdpisi,do,john [verb] something the dog .
nasdpisi,pp,john [verb] the dog to something .
nasdpisi,do,daddy [verb] something mommy .
nasdpisi,pp,daddy [verb] mommy to something .
nasdpisi,do,she [verb] something mommy .
nasdpisi,pp,she [verb] mommy to something .
nasdpisi,do,he [verb] something the cat .
nasdpisi,pp,he [verb] the cat to something .
nasdnald,do,daddy [verb] the bear over there the cat .
nasdnald,pp,daddy [verb] the cat to the bear over there .
nasdnald,do,mommy [verb] the small dog daddy .
nasdnald,pp,mommy [verb] daddy to the small dog .
nasdnald,do,lucy [verb] the cat over there the dog .
nasdnald,pp,lucy [verb] the dog to the cat over there .
nasdnald,do,mommy [verb] the cute cat grandpa .
nasdnald,pp,mommy [verb] grandpa to the cute cat .
nasdnald,do,lucy [verb] the bear over there mommy .
nasdnald,pp,lucy [verb] mommy to the bear over there .
nasdnald,do,mommy [verb] the cute cat grandma .
nasdnald,pp,mommy [verb] grandma to the cute cat .
nasdnald,do,he [verb] the dog outside the house the cat .
nasdnald,pp,he [verb] the cat to the dog outside the house .
nasdnald,do,she [verb] the small dog grandpa .
nasdnald,pp,she [verb] grandpa to the small dog .
nasdnald,do,mommy [verb] the big bear the dog .
nasdnald,pp,mommy [verb] the dog to the big bear .
nasdnald,do,lucy [verb] the cat in that house the dog .
nasdnald,pp,lucy [verb] the dog to the cat in that house .
nasdnali,do,daddy [verb] a bear outside the house the cat .
nasdnali,pp,daddy [verb] the cat to a bear outside the house .
nasdnali,do,she [verb] a big bear grandpa .
nasdnali,pp,she [verb] grandpa to a big bear .
nasdnali,do,lucy [verb] a cat in that house the dog .
nasdnali,pp,lucy [verb] the dog to a cat in that house .
nasdnali,do,he [verb] some bears in the forest daddy .
nasdnali,pp,he [verb] daddy to some bears in the forest .
nasdnali,do,lucy [verb] a bear outside the house grandma .
nasdnali,pp,lucy [verb] grandma to a bear outside the house .
nasdnali,do,she [verb] a dog outside the house mommy .
nasdnali,pp,she [verb] mommy to a dog outside the house .
nasdnali,do,mommy [verb] a big bear the dog .
nasdnali,pp,mommy [verb] the dog to a big bear .
nasdnali,do,lucy [verb] some bears in the forest grandma .
nasdnali,pp,lucy [verb] grandma to some bears in the forest .
nasdnali,do,john [verb] some bears in the forest the cat .
nasdnali,pp,john [verb] the cat to some bears in the forest .
nasdnali,do,mommy [verb] some bears in the forest grandma .
nasdnali,pp,mommy [verb] grandma to some bears in the forest .
nasdnasd,do,john [verb] daddy the dog .
nasdnasd,pp,john [verb] the dog to daddy .
nasdnasd,do,daddy [verb] grandma mommy .
nasdnasd,pp,daddy [verb] mommy to grandma .
nasdnasd,do,mommy [verb] the dog daddy .
nasdnasd,pp,mommy [verb] daddy to the dog .
nasdnasd,do,lucy [verb] mommy grandpa .
nasdnasd,pp,lucy [verb] grandpa to mommy .
nasdnasd,do,lucy [verb] daddy the cat .
nasdnasd,pp,lucy [verb] the cat to daddy .
nasdnasd,do,mommy [verb] daddy grandma .
nasdnasd,pp,mommy [verb] grandma to daddy .
nasdnasd,do,john [verb] daddy the dog .
nasdnasd,pp,john [verb] the dog to daddy .
nasdnasd,do,he [verb] mommy the dog .
nasdnasd,pp,he [verb] the dog to mommy .
nasdnasd,do,lucy [verb] mommy grandma .
nasdnasd,pp,lucy [verb] grandma to mommy .
nasdnasd,do,mommy [verb] the cat grandma .
nasdnasd,pp,mommy [verb] grandma to the cat .
nasdnasi,do,he [verb] a bear the dog .
nasdnasi,pp,he [verb] the dog to a bear .
nasdnasi,do,lucy [verb] a bear grandma .
nasdnasi,pp,lucy [verb] grandma to a bear .
nasdnasi,do,mommy [verb] a cat grandpa .
nasdnasi,pp,mommy [verb] grandpa to a cat .
nasdnasi,do,daddy [verb] a bear mommy .
nasdnasi,pp,daddy [verb] mommy to a bear .
nasdnasi,do,daddy [verb] a dog the cat .
nasdnasi,pp,daddy [verb] the cat to a dog .
nasdnasi,do,mommy [verb] a bear daddy .
nasdnasi,pp,mommy [verb] daddy to a bear .
nasdnasi,do,daddy [verb] a bear mommy .
nasdnasi,pp,daddy [verb] mommy to a bear .
nasdnasi,do,john [verb] a bear mommy .
nasdnasi,pp,john [verb] mommy to a bear .
nasdnasi,do,daddy [verb] a bear grandpa .
nasdnasi,pp,daddy [verb] grandpa to a bear .
nasdnasi,do,lucy [verb] a bear grandma .
nasdnasi,pp,lucy [verb] grandma to a bear .
nasipasd,do,daddy [verb] him a cat .
nasipasd,pp,daddy [verb] a cat to him .
nasipasd,do,she [verb] him a bear .
nasipasd,pp,she [verb] a bear to him .
nasipasd,do,john [verb] me a dog .
nasipasd,pp,john [verb] a dog to me .
nasipasd,do,he [verb] us a bear .
nasipasd,pp,he [verb] a bear to us .
nasipasd,do,john [verb] us a bear .
nasipasd,pp,john [verb] a bear to us .
nasipasd,do,he [verb] me a cat .
nasipasd,pp,he [verb] a cat to me .
nasipasd,do,he [verb] them a dog .
nasipasd,pp,he [verb] a dog to them .
nasipasd,do,daddy [verb] me a bear .
nasipasd,pp,daddy [verb] a bear to me .
nasipasd,do,he [verb] them a dog .
nasipasd,pp,he [verb] a dog to them .
nasipasd,do,she [verb] him a dog .
nasipasd,pp,she [verb] a dog to him .
nasipasi,do,mommy [verb] someone a cat .
nasipasi,pp,mommy [verb] a cat to someone .
nasipasi,do,she [verb] someone a dog .
nasipasi,pp,she [verb] a dog to someone .
nasipasi,do,he [verb] someone a bear .
nasipasi,pp,he [verb] a bear to someone .
nasipasi,do,john [verb] someone a bear .
nasipasi,pp,john [verb] a bear to someone .
nasipasi,do,john [verb] someone a dog .
nasipasi,pp,john [verb] a dog to someone .
nasipasi,do,she [verb] someone a dog .
nasipasi,pp,she [verb] a dog to someone .
nasipasi,do,mommy [verb] someone a dog .
nasipasi,pp,mommy [verb] a dog to someone .
nasipasi,do,he [verb] someone a dog .
nasipasi,pp,he [verb] a dog to someone .
nasipasi,do,daddy [verb] someone a bear .
nasipasi,pp,daddy [verb] a bear to someone .
nasipasi,do,she [verb] someone a cat .
nasipasi,pp,she [verb] a cat to someone .
nasipisd,do,mommy [verb] it a dog .
nasipisd,pp,mommy [verb] a dog to it .
nasipisd,do,mommy [verb] it a cat .
nasipisd,pp,mommy [verb] a cat to it .
nasipisd,do,john [verb] it a bear .
nasipisd,pp,john [verb] a bear to it .
nasipisd,do,she [verb] it a bear .
nasipisd,pp,she [verb] a bear to it .
nasipisd,do,daddy [verb] it a dog .
nasipisd,pp,daddy [verb] a dog to it .
nasipisd,do,he [verb] it a bear .
nasipisd,pp,he [verb] a bear to it .
nasipisd,do,john [verb] it a cat .
nasipisd,pp,john [verb] a cat to it .
nasipisd,do,john [verb] it a dog .
nasipisd,pp,john [verb] a dog to it .
nasipisd,do,john [verb] it a dog .
nasipisd,pp,john [verb] a dog to it .
nasipisd,do,mommy [verb] it a cat .
nasipisd,pp,mommy [verb] a cat to it .
nasipisi,do,he [verb] something a bear .
nasipisi,pp,he [verb] a bear to something .
nasipisi,do,lucy [verb] something a cat .
nasipisi,pp,lucy [verb] a cat to something .
nasipisi,do,lucy [verb] something a dog .
nasipisi,pp,lucy [verb] a dog to something .
nasipisi,do,she [verb] something a bear .
nasipisi,pp,she [verb] a bear to something .
nasipisi,do,she [verb] something a dog .
nasipisi,pp,she [verb] a dog to something .
nasipisi,do,lucy [verb] something a dog .
nasipisi,pp,lucy [verb] a dog to something .
nasipisi,do,he [verb] something a bear .
nasipisi,pp,he [verb] a bear to something .
nasipisi,do,lucy [verb] something a dog .
nasipisi,pp,lucy [verb] a dog to something .
nasipisi,do,she [verb] something a bear .
nasipisi,pp,she [verb] a bear to something .
nasipisi,do,john [verb] something a bear .
nasipisi,pp,john [verb] a bear to something .
nasinald,do,mommy [verb] the dog over there a bear .
nasinald,pp,mommy [verb] a bear to the dog over there .
nasinald,do,daddy [verb] the big bear a dog .
nasinald,pp,daddy [verb] a dog to the big bear .
nasinald,do,she [verb] the bear over there a cat .
nasinald,pp,she [verb] a cat to the bear over there .
nasinald,do,he [verb] the dog over there a bear .
nasinald,pp,he [verb] a bear to the dog over there .
nasinald,do,she [verb] the cat over there a dog .
nasinald,pp,she [verb] a dog to the cat over there .
nasinald,do,daddy [verb] the big bear a cat .
nasinald,pp,daddy [verb] a cat to the big bear .
nasinald,do,john [verb] the bear over there a cat .
nasinald,pp,john [verb] a cat to the bear over there .
nasinald,do,lucy [verb] the big bear a dog .
nasinald,pp,lucy [verb] a dog to the big bear .
nasinald,do,she [verb] the big bear a dog .
nasinald,pp,she [verb] a dog to the big bear .
nasinald,do,she [verb] the cat in that house a dog .
nasinald,pp,she [verb] a dog to the cat in that house .
