experiment_id,idx,dative,givenness_template,hypothesis_id,hypothesis_item,template_type,template,context,utterance,agent,theme,recipient,theme_animacy,recipient_animacy,theme_pronominality,recipient_pronominality,theme_definiteness,recipient_definiteness,theme_givenness,recipient_givenness,theme_length,recipient_length,binary_score,length_score,haap_score
HAAP-2pv_DO2PO,4495,DO,1,281,8,agent-only,agent-only,"Do you see Judy ?
", Judy [verb] some naughty girls some blue balls .,Judy,some blue balls,some naughty girls,inanimate,animate,noun,noun,indefinite,indefinite,new,new,3,3,5,0,5
HAAP-2pv_DO2PO,4495,DO,2,281,8,agent-only,agent-only,"Look it's Judy !
", Judy [verb] some naughty girls some blue balls .,Judy,some blue balls,some naughty girls,inanimate,animate,noun,noun,indefinite,indefinite,new,new,3,3,5,0,5
HAAP-2pv_DO2PO,4495,DO,3,281,8,agent-only,agent-only,"Here's Judy !
", Judy [verb] some naughty girls some blue balls .,Judy,some blue balls,some naughty girls,inanimate,animate,noun,noun,indefinite,indefinite,new,new,3,3,5,0,5
HAAP-min_DO2PO,5585,DO,1,375,1,agent-1arg,agent-theme,"Do you see William and the milk ?
", William [verb] a girl with green hair it .,William,it,a girl with green hair,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5585,DO,2,375,1,agent-1arg,agent-theme,"Look it's William and the paper !
", William [verb] a girl with green hair it .,William,it,a girl with green hair,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5585,DO,3,375,1,agent-1arg,agent-theme,"Here's William with the coffee !
", William [verb] a girl with green hair it .,William,it,a girl with green hair,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5587,DO,1,375,2,agent-1arg,agent-theme,"Do you see Michael and the picture ?
", Michael [verb] a bear with a bottle it .,Michael,it,a bear with a bottle,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5587,DO,2,375,2,agent-1arg,agent-theme,"Look it's Michael and the apple !
", Michael [verb] a bear with a bottle it .,Michael,it,a bear with a bottle,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5587,DO,3,375,2,agent-1arg,agent-theme,"Here's Michael with the coffee !
", Michael [verb] a bear with a bottle it .,Michael,it,a bear with a bottle,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5589,DO,1,375,3,agent-1arg,agent-theme,"Do you see Laura and the photographs ?
", Laura [verb] a boy with round glasses them .,Laura,them-i,a boy with round glasses,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5589,DO,2,375,3,agent-1arg,agent-theme,"Look it's Laura and the pictures !
", Laura [verb] a boy with round glasses them .,Laura,them-i,a boy with round glasses,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5589,DO,3,375,3,agent-1arg,agent-theme,"Here's Laura with the candies !
", Laura [verb] a boy with round glasses them .,Laura,them-i,a boy with round glasses,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5591,DO,1,375,4,agent-1arg,agent-theme,"Do you see Alex and the pictures ?
", Alex [verb] a horse with a saddle them .,Alex,them-i,a horse with a saddle,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5591,DO,2,375,4,agent-1arg,agent-theme,"Look it's Alex and the photographs !
", Alex [verb] a horse with a saddle them .,Alex,them-i,a horse with a saddle,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5591,DO,3,375,4,agent-1arg,agent-theme,"Here's Alex with the candies !
", Alex [verb] a horse with a saddle them .,Alex,them-i,a horse with a saddle,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5593,DO,1,375,5,agent-1arg,agent-theme,"Do you see Judy and the socks ?
", Judy [verb] a bear with an apple them .,Judy,them-i,a bear with an apple,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5593,DO,2,375,5,agent-1arg,agent-theme,"Look it's Judy and the socks !
", Judy [verb] a bear with an apple them .,Judy,them-i,a bear with an apple,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5593,DO,3,375,5,agent-1arg,agent-theme,"Here's Judy with the crayons !
", Judy [verb] a bear with an apple them .,Judy,them-i,a bear with an apple,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5595,DO,1,375,6,agent-1arg,agent-theme,"Do you see Mark and the paper ?
", Mark [verb] a boy with blue pants it .,Mark,it,a boy with blue pants,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5595,DO,2,375,6,agent-1arg,agent-theme,"Look it's Mark and the apple !
", Mark [verb] a boy with blue pants it .,Mark,it,a boy with blue pants,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5595,DO,3,375,6,agent-1arg,agent-theme,"Here's Mark with the coffee !
", Mark [verb] a boy with blue pants it .,Mark,it,a boy with blue pants,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5597,DO,1,375,7,agent-1arg,agent-theme,"Do you see Sarah and the candies ?
", Sarah [verb] a girl with green hair them .,Sarah,them-i,a girl with green hair,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5597,DO,2,375,7,agent-1arg,agent-theme,"Look it's Sarah and the photographs !
", Sarah [verb] a girl with green hair them .,Sarah,them-i,a girl with green hair,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5597,DO,3,375,7,agent-1arg,agent-theme,"Here's Sarah with the pictures !
", Sarah [verb] a girl with green hair them .,Sarah,them-i,a girl with green hair,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5599,DO,1,375,8,agent-1arg,agent-theme,"Do you see Jenny and the photographs ?
", Jenny [verb] a girl with long hair them .,Jenny,them-i,a girl with long hair,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5599,DO,2,375,8,agent-1arg,agent-theme,"Look it's Jenny and the pictures !
", Jenny [verb] a girl with long hair them .,Jenny,them-i,a girl with long hair,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5599,DO,3,375,8,agent-1arg,agent-theme,"Here's Jenny with the candies !
", Jenny [verb] a girl with long hair them .,Jenny,them-i,a girl with long hair,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,5,2,-2.386294361119891,-0.3862943611198908
HAAP-min_DO2PO,5601,DO,1,376,1,agent-1arg,agent-theme,"Do you see Judy and the milk ?
", Judy [verb] a cat that's on the tree it .,Judy,it,a cat that's on the tree,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5601,DO,2,376,1,agent-1arg,agent-theme,"Look it's Judy and the coffee !
", Judy [verb] a cat that's on the tree it .,Judy,it,a cat that's on the tree,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5601,DO,3,376,1,agent-1arg,agent-theme,"Here's Judy with the milk !
", Judy [verb] a cat that's on the tree it .,Judy,it,a cat that's on the tree,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5603,DO,1,376,2,agent-1arg,agent-theme,"Do you see Jenny and the candies ?
", Jenny [verb] a horse with the funny hat them .,Jenny,them-i,a horse with the funny hat,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5603,DO,2,376,2,agent-1arg,agent-theme,"Look it's Jenny and the socks !
", Jenny [verb] a horse with the funny hat them .,Jenny,them-i,a horse with the funny hat,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5603,DO,3,376,2,agent-1arg,agent-theme,"Here's Jenny with the socks !
", Jenny [verb] a horse with the funny hat them .,Jenny,them-i,a horse with the funny hat,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5605,DO,1,376,3,agent-1arg,agent-theme,"Do you see Michael and the picture ?
", Michael [verb] a cat that's in the hat it .,Michael,it,a cat that's in the hat,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5605,DO,2,376,3,agent-1arg,agent-theme,"Look it's Michael and the paper !
", Michael [verb] a cat that's in the hat it .,Michael,it,a cat that's in the hat,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5605,DO,3,376,3,agent-1arg,agent-theme,"Here's Michael with the picture !
", Michael [verb] a cat that's in the hat it .,Michael,it,a cat that's in the hat,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5607,DO,1,376,4,agent-1arg,agent-theme,"Do you see Mark and the socks ?
", Mark [verb] a boy who's on the bicycle them .,Mark,them-i,a boy who's on the bicycle,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5607,DO,2,376,4,agent-1arg,agent-theme,"Look it's Mark and the socks !
", Mark [verb] a boy who's on the bicycle them .,Mark,them-i,a boy who's on the bicycle,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5607,DO,3,376,4,agent-1arg,agent-theme,"Here's Mark with the pictures !
", Mark [verb] a boy who's on the bicycle them .,Mark,them-i,a boy who's on the bicycle,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5609,DO,1,376,5,agent-1arg,agent-theme,"Do you see Sarah and the pictures ?
", Sarah [verb] a bear who's on the chair them .,Sarah,them-i,a bear who's on the chair,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5609,DO,2,376,5,agent-1arg,agent-theme,"Look it's Sarah and the pictures !
", Sarah [verb] a bear who's on the chair them .,Sarah,them-i,a bear who's on the chair,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5609,DO,3,376,5,agent-1arg,agent-theme,"Here's Sarah with the photographs !
", Sarah [verb] a bear who's on the chair them .,Sarah,them-i,a bear who's on the chair,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5611,DO,1,376,6,agent-1arg,agent-theme,"Do you see Laura and the picture ?
", Laura [verb] a dog with a red head it .,Laura,it,a dog with a red head,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5611,DO,2,376,6,agent-1arg,agent-theme,"Look it's Laura and the picture !
", Laura [verb] a dog with a red head it .,Laura,it,a dog with a red head,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5611,DO,3,376,6,agent-1arg,agent-theme,"Here's Laura with the apple !
", Laura [verb] a dog with a red head it .,Laura,it,a dog with a red head,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5613,DO,1,376,7,agent-1arg,agent-theme,"Do you see William and the candies ?
", William [verb] a girl with the blue hat them .,William,them-i,a girl with the blue hat,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5613,DO,2,376,7,agent-1arg,agent-theme,"Look it's William and the crayons !
", William [verb] a girl with the blue hat them .,William,them-i,a girl with the blue hat,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5613,DO,3,376,7,agent-1arg,agent-theme,"Here's William with the crayons !
", William [verb] a girl with the blue hat them .,William,them-i,a girl with the blue hat,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5615,DO,1,376,8,agent-1arg,agent-theme,"Do you see Alex and the apple ?
", Alex [verb] a dog who's on a leash it .,Alex,it,a dog who's on a leash,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5615,DO,2,376,8,agent-1arg,agent-theme,"Look it's Alex and the coffee !
", Alex [verb] a dog who's on a leash it .,Alex,it,a dog who's on a leash,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5615,DO,3,376,8,agent-1arg,agent-theme,"Here's Alex with the milk !
", Alex [verb] a dog who's on a leash it .,Alex,it,a dog who's on a leash,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,6,2,-2.6094379124341005,-0.6094379124341005
HAAP-min_DO2PO,5617,DO,1,377,1,agent-1arg,agent-theme,"Do you see Alex and the apple ?
", Alex [verb] a dog with ears it .,Alex,it,a dog with ears,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5617,DO,2,377,1,agent-1arg,agent-theme,"Look it's Alex and the milk !
", Alex [verb] a dog with ears it .,Alex,it,a dog with ears,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5617,DO,3,377,1,agent-1arg,agent-theme,"Here's Alex with the apple !
", Alex [verb] a dog with ears it .,Alex,it,a dog with ears,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5619,DO,1,377,2,agent-1arg,agent-theme,"Do you see Jenny and the pictures ?
", Jenny [verb] a dog with ears them .,Jenny,them-i,a dog with ears,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5619,DO,2,377,2,agent-1arg,agent-theme,"Look it's Jenny and the candies !
", Jenny [verb] a dog with ears them .,Jenny,them-i,a dog with ears,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5619,DO,3,377,2,agent-1arg,agent-theme,"Here's Jenny with the crayons !
", Jenny [verb] a dog with ears them .,Jenny,them-i,a dog with ears,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5621,DO,1,377,3,agent-1arg,agent-theme,"Do you see Michael and the crayons ?
", Michael [verb] a girl with leaves them .,Michael,them-i,a girl with leaves,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5621,DO,2,377,3,agent-1arg,agent-theme,"Look it's Michael and the pictures !
", Michael [verb] a girl with leaves them .,Michael,them-i,a girl with leaves,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5621,DO,3,377,3,agent-1arg,agent-theme,"Here's Michael with the crayons !
", Michael [verb] a girl with leaves them .,Michael,them-i,a girl with leaves,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5623,DO,1,377,4,agent-1arg,agent-theme,"Do you see Judy and the milk ?
", Judy [verb] a girl with leaves it .,Judy,it,a girl with leaves,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5623,DO,2,377,4,agent-1arg,agent-theme,"Look it's Judy and the milk !
", Judy [verb] a girl with leaves it .,Judy,it,a girl with leaves,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5623,DO,3,377,4,agent-1arg,agent-theme,"Here's Judy with the picture !
", Judy [verb] a girl with leaves it .,Judy,it,a girl with leaves,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5625,DO,1,377,5,agent-1arg,agent-theme,"Do you see Sarah and the milk ?
", Sarah [verb] a dog with ears it .,Sarah,it,a dog with ears,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5625,DO,2,377,5,agent-1arg,agent-theme,"Look it's Sarah and the milk !
", Sarah [verb] a dog with ears it .,Sarah,it,a dog with ears,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5625,DO,3,377,5,agent-1arg,agent-theme,"Here's Sarah with the picture !
", Sarah [verb] a dog with ears it .,Sarah,it,a dog with ears,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5627,DO,1,377,6,agent-1arg,agent-theme,"Do you see William and the photographs ?
", William [verb] a dog with ears them .,William,them-i,a dog with ears,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5627,DO,2,377,6,agent-1arg,agent-theme,"Look it's William and the crayons !
", William [verb] a dog with ears them .,William,them-i,a dog with ears,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5627,DO,3,377,6,agent-1arg,agent-theme,"Here's William with the socks !
", William [verb] a dog with ears them .,William,them-i,a dog with ears,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5629,DO,1,377,7,agent-1arg,agent-theme,"Do you see Mark and the crayons ?
", Mark [verb] a girl with leaves them .,Mark,them-i,a girl with leaves,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5629,DO,2,377,7,agent-1arg,agent-theme,"Look it's Mark and the crayons !
", Mark [verb] a girl with leaves them .,Mark,them-i,a girl with leaves,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5629,DO,3,377,7,agent-1arg,agent-theme,"Here's Mark with the socks !
", Mark [verb] a girl with leaves them .,Mark,them-i,a girl with leaves,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5631,DO,1,377,8,agent-1arg,agent-theme,"Do you see Laura and the coffee ?
", Laura [verb] a girl with leaves it .,Laura,it,a girl with leaves,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5631,DO,2,377,8,agent-1arg,agent-theme,"Look it's Laura and the picture !
", Laura [verb] a girl with leaves it .,Laura,it,a girl with leaves,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-min_DO2PO,5631,DO,3,377,8,agent-1arg,agent-theme,"Here's Laura with the apple !
", Laura [verb] a girl with leaves it .,Laura,it,a girl with leaves,inanimate,animate,pronoun,noun,definite,indefinite,given,new,1,4,2,-2.09861228866811,-0.09861228866811
HAAP-max_DO2PO,10065,DO,1,927,1,agent-1arg,agent-recipient,"Do you see Alex and me ?
", Alex [verb] me a cookie with chocolate frosting .,Alex,a cookie with chocolate frosting,me,inanimate,animate,noun,pronoun,indefinite,definite,new,given,5,1,8,2.386294361119891,10.38629436111989
HAAP-max_DO2PO,10065,DO,2,927,1,agent-1arg,agent-recipient,"Look it's Alex and me !
", Alex [verb] me a cookie with chocolate frosting .,Alex,a cookie with chocolate frosting,me,inanimate,animate,noun,pronoun,indefinite,definite,new,given,5,1,8,2.386294361119891,10.38629436111989
HAAP-max_DO2PO,10065,DO,3,927,1,agent-1arg,agent-recipient,"Here's Alex with me !
", Alex [verb] me a cookie with chocolate frosting .,Alex,a cookie with chocolate frosting,me,inanimate,animate,noun,pronoun,indefinite,definite,new,given,5,1,8,2.386294361119891,10.38629436111989
HAAP-max_DO2PO,10067,DO,1,927,2,agent-1arg,agent-recipient,"Do you see Michael and the ducks ?
", Michael [verb] them a cookie with chocolate frosting .,Michael,a cookie with chocolate frosting,them-a,inanimate,animate,noun,pronoun,indefinite,definite,new,given,5,1,8,2.386294361119891,10.38629436111989
HAAP-max_DO2PO,10067,DO,2,927,2,agent-1arg,agent-recipient,"Look it's Michael and the birds !
", Michael [verb] them a cookie with chocolate frosting .,Michael,a cookie with chocolate frosting,them-a,inanimate,animate,noun,pronoun,indefinite,definite,new,given,5,1,8,2.386294361119891,10.38629436111989
